movie_id,title,year,runtime_min,genres,rating_imdb,votes,revenue_musd,director,cast_top3,country,language,production_company,metascore
189,Movie 189,2010,180,Sci-Fi,5.4,129784,578.1,Director 254,"Actor 609, Actor 632, Actor 201",Spain,English,Studio 18,68
190,Movie 190,1980,130,"Fantasy, Horror",8.4,173274,355.0,Director 221,"Actor 667, Actor 609, Actor 140",Germany,French,Studio 78,55
191,Movie 191,2010,120,Horror,9.3,153302,589.2,Director 252,"Actor 590, Actor 249, Actor 334",Japan,French,Studio 51,76
192,Movie 192,1987,152,Fantasy,9.5,94833,547.0,Director 282,"Actor 28, Actor 745, Actor 473",France,German,Studio 38,38
193,Movie 193,2006,166,"Drama, Romance",5.3,345829,127.5,Director 217,"Actor 387, Actor 76, Actor 460",Australia,German,Studio 75,81
194,Movie 194,2014,144,"Horror, Animation, Action",8.3,188996,562.8,Director 275,"Actor 609, Actor 654, Actor 88",UK,Italian,Studio 32,75
195,Movie 195,1990,162,"Action, Horror, Sci-Fi",9.3,226182,89.2,Director 51,"Actor 265, Actor 228, Actor 523",Italy,Hindi,Studio 75,58
196,Movie 196,2008,127,"Adventure, Animation",4.8,13377,388.8,Director 152,"Actor 426, Actor 88, Actor 119",Canada,French,Studio 40,73
197,Movie 197,2009,180,Animation,6.7,250146,82.6,Director 232,"Actor 327, Actor 69, Actor 308",USA,Italian,Studio 91,44
198,Movie 198,1981,123,"Comedy, Drama, Thriller",6.8,289859,132.3,Director 287,"Actor 437, Actor 474, Actor 238",Japan,Japanese,Studio 24,53
199,Movie 199,2020,164,"Horror, Action",8.1,463497,161.9,Director 220,"Actor 399, Actor 5, Actor 722",France,Spanish,Studio 36,38
200,Movie 200,2016,93,"Drama, Sci-Fi, Animation",5.1,60245,213.6,Director 251,"Actor 541, Actor 655, Actor 321",Australia,German,Studio 79,80
201,Movie 201,2017,94,"Sci-Fi, Adventure",7.4,427133,540.5,Director 153,"Actor 630, Actor 605, Actor 87",Canada,French,Studio 16,60
202,Movie 202,1999,94,Sci-Fi,7.8,268319,313.8,Director 71,"Actor 589, Actor 393, Actor 434",Canada,German,Studio 82,52
203,Movie 203,2015,101,"Romance, Drama",5.0,441942,363.5,Director 28,"Actor 368, Actor 10, Actor 497",Canada,Spanish,Studio 50,94
204,Movie 204,2021,143,"Adventure, Horror",7.9,233206,393.5,Director 43,"Actor 579, Actor 32, Actor 780",France,French,Studio 5,65
205,Movie 205,1994,148,"Drama, Adventure",7.1,405537,613.9,Director 282,"Actor 524, Actor 116, Actor 587",UK,French,Studio 100,76
206,Movie 206,2014,176,Adventure,7.0,223403,86.4,Director 127,"Actor 305, Actor 34, Actor 461",Germany,French,Studio 12,86
207,Movie 207,1987,179,Thriller,8.5,308741,552.9,Director 220,"Actor 170, Actor 631, Actor 143",France,Italian,Studio 27,37
208,Movie 208,2016,124,"Romance, Animation, Drama",5.8,369626,237.6,Director 294,"Actor 274, Actor 527, Actor 696",UK,Spanish,Studio 97,82
209,Movie 209,1983,115,"Drama, Fantasy, Thriller",4.8,169371,663.6,Director 202,"Actor 502, Actor 146, Actor 592",Germany,Japanese,Studio 54,78
210,Movie 210,2008,89,"Comedy, Horror, Romance",7.8,460466,298.4,Director 250,"Actor 336, Actor 596, Actor 3",UK,Japanese,Studio 59,75
211,Movie 211,1984,148,"Thriller, Horror",8.5,259873,218.5,Director 146,"Actor 346, Actor 561, Actor 592",Canada,Hindi,Studio 63,73
212,Movie 212,2023,177,Action,4.5,411483,670.2,Director 9,"Actor 128, Actor 162, Actor 452",Spain,English,Studio 55,55
213,Movie 213,2024,96,"Romance, Drama, Fantasy",4.5,189471,204.1,Director 191,"Actor 681, Actor 665, Actor 170",USA,German,Studio 81,69
214,Movie 214,2024,176,Horror,7.6,369440,80.7,Director 110,"Actor 489, Actor 80, Actor 136",Australia,Spanish,Studio 67,86
215,Movie 215,1980,81,"Sci-Fi, Comedy, Horror",7.8,250952,61.3,Director 197,"Actor 92, Actor 749, Actor 105",UK,French,Studio 48,68
216,Movie 216,1988,128,Drama,4.4,295826,11.7,Director 85,"Actor 451, Actor 360, Actor 740",France,Japanese,Studio 96,49
217,Movie 217,2006,158,"Adventure, Thriller, Comedy",8.9,73907,603.2,Director 197,"Actor 360, Actor 440, Actor 323",Canada,Spanish,Studio 36,40
218,Movie 218,1995,150,"Fantasy, Romance, Action",8.7,345694,701.3,Director 106,"Actor 531, Actor 622, Actor 522",France,Japanese,Studio 51,67
219,Movie 219,2021,86,Adventure,6.1,126896,402.2,Director 37,"Actor 541, Actor 13, Actor 370",India,Spanish,Studio 50,83
220,Movie 220,2003,149,"Drama, Adventure, Comedy",4.1,35906,16.0,Director 111,"Actor 41, Actor 62, Actor 408",Italy,French,Studio 81,94
221,Movie 221,2006,134,"Horror, Comedy, Drama",5.5,162980,67.8,Director 105,"Actor 160, Actor 550, Actor 335",Japan,Hindi,Studio 82,38
222,Movie 222,1999,169,"Thriller, Action",5.3,485271,350.4,Director 233,"Actor 627, Actor 624, Actor 57",Germany,Japanese,Studio 95,52
223,Movie 223,1987,81,"Drama, Action, Fantasy",6.7,182273,420.8,Director 133,"Actor 171, Actor 381, Actor 130",Germany,Japanese,Studio 16,33
224,Movie 224,2001,134,"Animation, Comedy",5.4,302831,503.9,Director 255,"Actor 467, Actor 524, Actor 369",USA,German,Studio 73,51
225,Movie 225,2003,100,"Comedy, Fantasy",5.3,267270,7.0,Director 7,"Actor 251, Actor 48, Actor 484",India,German,Studio 20,52
226,Movie 226,1982,150,"Horror, Thriller, Sci-Fi",5.4,480671,577.6,Director 139,"Actor 80, Actor 586, Actor 382",UK,Hindi,Studio 87,36
227,Movie 227,1991,108,"Action, Horror, Comedy",8.8,454550,229.4,Director 160,"Actor 336, Actor 89, Actor 567",Spain,English,Studio 48,55
228,Movie 228,1998,152,"Fantasy, Thriller",6.6,310716,777.6,Director 101,"Actor 751, Actor 560, Actor 779",France,Spanish,Studio 1,82
229,Movie 229,1981,109,"Sci-Fi, Action, Fantasy",4.0,345116,304.1,Director 158,"Actor 107, Actor 211, Actor 543",France,German,Studio 63,37
230,Movie 230,1989,171,"Comedy, Action",9.1,470937,677.2,Director 212,"Actor 718, Actor 382, Actor 470",UK,Hindi,Studio 13,94
231,Movie 231,1988,161,"Comedy, Action",6.4,69028,193.2,Director 134,"Actor 323, Actor 403, Actor 718",India,French,Studio 58,64
232,Movie 232,1994,89,Drama,8.3,307055,91.6,Director 55,"Actor 169, Actor 461, Actor 478",India,German,Studio 16,75
233,Movie 233,1993,137,"Adventure, Romance",8.7,47906,130.3,Director 156,"Actor 722, Actor 714, Actor 618",USA,Spanish,Studio 42,48
234,Movie 234,1985,171,Sci-Fi,6.2,26164,543.4,Director 134,"Actor 179, Actor 32, Actor 415",Spain,Hindi,Studio 96,61
235,Movie 235,1986,139,Drama,4.7,32832,665.1,Director 114,"Actor 134, Actor 203, Actor 411",India,Japanese,Studio 81,40
236,Movie 236,2017,155,"Comedy, Action",9.5,104178,722.5,Director 228,"Actor 132, Actor 95, Actor 340",UK,English,Studio 60,36
237,Movie 237,1990,153,"Horror, Adventure",4.2,358700,344.2,Director 182,"Actor 220, Actor 192, Actor 282",Germany,German,Studio 20,34
238,Movie 238,2019,159,"Thriller, Romance, Adventure",6.3,289219,385.8,Director 45,"Actor 287, Actor 393, Actor 141",Japan,Spanish,Studio 83,61
239,Movie 239,2020,149,Horror,8.3,188778,386.3,Director 249,"Actor 353, Actor 580, Actor 515",India,German,Studio 35,53
240,Movie 240,1981,120,"Thriller, Action, Romance",4.3,247798,425.9,Director 300,"Actor 239, Actor 164, Actor 103",France,Japanese,Studio 31,64
241,Movie 241,2014,174,Thriller,7.2,418562,313.8,Director 89,"Actor 181, Actor 243, Actor 607",India,Italian,Studio 95,75
242,Movie 242,2017,83,"Sci-Fi, Drama, Thriller",8.6,425383,705.9,Director 253,"Actor 556, Actor 317, Actor 180",Spain,English,Studio 12,37
243,Movie 243,1994,157,Action,6.9,858,268.7,Director 104,"Actor 134, Actor 349, Actor 735",Canada,Italian,Studio 42,37
244,Movie 244,1981,98,"Drama, Comedy, Sci-Fi",9.3,196369,565.1,Director 203,"Actor 601, Actor 104, Actor 345",Germany,French,Studio 18,50
245,Movie 245,2007,161,"Sci-Fi, Drama",7.9,295137,556.4,Director 183,"Actor 229, Actor 682, Actor 604",Canada,German,Studio 40,67
246,Movie 246,1988,102,"Action, Horror, Fantasy",5.0,167337,737.2,Director 114,"Actor 655, Actor 580, Actor 107",Spain,Spanish,Studio 43,39
247,Movie 247,1995,124,"Drama, Comedy",8.5,351785,513.1,Director 172,"Actor 458, Actor 12, Actor 272",France,Spanish,Studio 89,38
248,Movie 248,2002,112,Action,4.3,230253,587.4,Director 86,"Actor 424, Actor 505, Actor 388",India,Hindi,Studio 49,42
249,Movie 249,2010,180,"Thriller, Drama, Adventure",4.4,443923,31.6,Director 11,"Actor 327, Actor 268, Actor 108",UK,French,Studio 22,78
250,Movie 250,1990,173,Animation,9.2,49313,273.7,Director 248,"Actor 722, Actor 32, Actor 442",Canada,Hindi,Studio 56,50
251,Movie 251,1983,92,"Thriller, Fantasy",6.3,291014,579.0,Director 277,"Actor 272, Actor 677, Actor 289",Germany,Spanish,Studio 13,36
252,Movie 252,2005,153,"Adventure, Drama, Action",6.0,224688,74.7,Director 246,"Actor 205, Actor 100, Actor 27",France,Spanish,Studio 82,67
253,Movie 253,1985,140,Romance,8.3,247410,393.8,Director 136,"Actor 94, Actor 658, Actor 558",Japan,Spanish,Studio 48,78
254,Movie 254,2003,103,"Action, Romance",6.4,138597,184.9,Director 138,"Actor 578, Actor 64, Actor 155",UK,English,Studio 86,74
255,Movie 255,2014,132,"Thriller, Animation, Action",8.6,429580,420.5,Director 275,"Actor 704, Actor 487, Actor 587",France,German,Studio 39,40
256,Movie 256,2005,171,Animation,7.1,271461,641.4,Director 76,"Actor 124, Actor 776, Actor 460",Canada,Spanish,Studio 28,54
257,Movie 257,1988,85,"Comedy, Horror",5.1,431760,503.6,Director 133,"Actor 328, Actor 745, Actor 69",UK,German,Studio 72,80
258,Movie 258,2015,121,"Animation, Adventure",9.0,6982,630.3,Director 268,"Actor 430, Actor 116, Actor 425",Canada,Spanish,Studio 73,42
259,Movie 259,1986,152,Romance,8.8,461944,278.4,Director 211,"Actor 271, Actor 393, Actor 671",Spain,Hindi,Studio 78,90
260,Movie 260,1982,102,"Horror, Drama",7.4,357442,556.5,Director 20,"Actor 406, Actor 340, Actor 708",France,English,Studio 96,90
261,Movie 261,1997,127,Sci-Fi,8.5,159388,252.2,Director 252,"Actor 713, Actor 702, Actor 101",France,Spanish,Studio 39,86
262,Movie 262,2000,114,"Horror, Comedy, Thriller",6.4,479401,660.1,Director 249,"Actor 778, Actor 529, Actor 383",USA,Hindi,Studio 21,38
263,Movie 263,1999,170,"Horror, Drama, Action",5.0,459346,667.2,Director 30,"Actor 256, Actor 34, Actor 468",USA,French,Studio 91,55
264,Movie 264,1997,127,"Animation, Horror",7.5,65445,546.5,Director 124,"Actor 382, Actor 501, Actor 609",Spain,Spanish,Studio 61,74
265,Movie 265,2002,100,"Comedy, Romance",4.2,26531,134.5,Director 293,"Actor 799, Actor 220, Actor 227",France,Japanese,Studio 27,64
266,Movie 266,2021,132,"Action, Fantasy, Adventure",9.0,339909,142.7,Director 5,"Actor 230, Actor 259, Actor 623",Germany,Japanese,Studio 91,65
267,Movie 267,2007,128,"Adventure, Romance",5.2,158911,543.4,Director 204,"Actor 599, Actor 105, Actor 8",Italy,Japanese,Studio 48,66
268,Movie 268,1999,167,Adventure,4.4,145456,514.3,Director 142,"Actor 268, Actor 672, Actor 729",Germany,Spanish,Studio 20,60
269,Movie 269,1983,156,"Sci-Fi, Drama",8.0,344118,400.4,Director 152,"Actor 266, Actor 429, Actor 415",Japan,Japanese,Studio 5,54
270,Movie 270,2001,172,"Thriller, Animation, Adventure",9.0,352752,290.0,Director 154,"Actor 175, Actor 674, Actor 572",Canada,French,Studio 13,90
271,Movie 271,1988,174,"Animation, Drama",9.2,472144,271.8,Director 46,"Actor 228, Actor 364, Actor 229",Germany,German,Studio 43,77
272,Movie 272,1996,154,"Adventure, Comedy",6.6,454739,509.3,Director 298,"Actor 636, Actor 73, Actor 484",France,Hindi,Studio 16,78
273,Movie 273,2013,118,"Action, Drama",4.8,105513,277.4,Director 292,"Actor 469, Actor 147, Actor 324",Canada,Italian,Studio 11,92
274,Movie 274,2001,160,Sci-Fi,7.5,2971,364.4,Director 108,"Actor 780, Actor 793, Actor 173",Australia,Italian,Studio 21,92
275,Movie 275,1985,96,"Horror, Fantasy, Animation",6.4,250795,309.7,Director 20,"Actor 547, Actor 205, Actor 749",India,English,Studio 42,54
276,Movie 276,1981,166,Thriller,5.2,460292,278.8,Director 67,"Actor 106, Actor 393, Actor 516",Australia,French,Studio 22,38
277,Movie 277,1982,118,"Adventure, Animation",7.3,177622,349.8,Director 69,"Actor 351, Actor 502, Actor 368",France,Spanish,Studio 52,32
278,Movie 278,1994,108,"Drama, Thriller, Action",7.2,89096,102.9,Director 20,"Actor 385, Actor 656, Actor 262",Italy,Hindi,Studio 7,36
279,Movie 279,2022,93,"Action, Fantasy, Comedy",6.3,199862,103.3,Director 130,"Actor 486, Actor 719, Actor 157",France,Japanese,Studio 88,31
280,Movie 280,1999,133,"Comedy, Animation, Romance",7.4,367882,114.0,Director 54,"Actor 524, Actor 737, Actor 633",UK,French,Studio 15,43
281,Movie 281,2011,105,"Thriller, Romance, Fantasy",6.0,215330,239.8,Director 21,"Actor 562, Actor 509, Actor 213",Spain,French,Studio 31,30
282,Movie 282,1980,165,Comedy,8.6,351260,397.8,Director 47,"Actor 799, Actor 524, Actor 77",UK,French,Studio 83,59
283,Movie 283,2009,117,"Adventure, Action",4.5,92094,699.9,Director 149,"Actor 369, Actor 694, Actor 321",Japan,Japanese,Studio 15,42
284,Movie 284,1982,81,Drama,5.8,469490,353.0,Director 138,"Actor 751, Actor 96, Actor 382",India,Spanish,Studio 15,81
285,Movie 285,2005,138,"Horror, Adventure",8.4,340682,709.5,Director 86,"Actor 116, Actor 136, Actor 713",USA,Italian,Studio 21,43
286,Movie 286,2006,155,"Fantasy, Adventure",5.0,199598,624.4,Director 15,"Actor 701, Actor 745, Actor 134",Spain,German,Studio 15,82
287,Movie 287,2008,85,Romance,7.6,6980,565.1,Director 269,"Actor 786, Actor 762, Actor 591",Australia,Spanish,Studio 86,73
288,Movie 288,2013,146,"Fantasy, Comedy, Horror",7.6,130825,388.1,Director 198,"Actor 153, Actor 572, Actor 628",USA,English,Studio 83,50
289,Movie 289,2012,140,"Drama, Comedy",8.1,168604,196.5,Director 143,"Actor 52, Actor 520, Actor 229",Italy,Japanese,Studio 49,81
290,Movie 290,1995,90,"Adventure, Fantasy",4.5,261834,360.4,Director 61,"Actor 510, Actor 764, Actor 670",USA,English,Studio 52,82
291,Movie 291,1982,151,"Action, Comedy, Romance",8.9,295324,169.4,Director 234,"Actor 350, Actor 373, Actor 56",France,Italian,Studio 59,72
292,Movie 292,2015,178,"Fantasy, Adventure, Sci-Fi",7.9,60281,82.5,Director 114,"Actor 3, Actor 350, Actor 364",Germany,Hindi,Studio 67,77
293,Movie 293,2024,93,Drama,6.7,431380,574.9,Director 210,"Actor 110, Actor 261, Actor 626",France,Spanish,Studio 16,80
294,Movie 294,1993,138,Sci-Fi,4.6,217801,42.0,Director 64,"Actor 791, Actor 462, Actor 469",Australia,Hindi,Studio 18,93
295,Movie 295,1980,147,"Action, Animation, Horror",8.6,253695,739.9,Director 91,"Actor 709, Actor 593, Actor 178",Canada,English,Studio 50,71
296,Movie 296,2012,129,"Fantasy, Thriller",5.5,180256,776.5,Director 232,"Actor 137, Actor 142, Actor 423",Australia,Japanese,Studio 96,95
297,Movie 297,1999,169,"Sci-Fi, Animation, Thriller",5.1,327743,572.9,Director 177,"Actor 689, Actor 136, Actor 728",Canada,Hindi,Studio 70,71
298,Movie 298,2025,94,"Animation, Adventure",7.2,494732,535.4,Director 214,"Actor 691, Actor 766, Actor 547",Germany,Italian,Studio 55,31
299,Movie 299,2013,93,Horror,4.8,351906,50.0,Director 137,"Actor 769, Actor 165, Actor 294",Germany,Spanish,Studio 8,67
300,Movie 300,1993,176,"Action, Sci-Fi, Adventure",4.6,455600,542.0,Director 288,"Actor 230, Actor 761, Actor 663",Italy,German,Studio 31,95
301,Movie 301,2024,116,"Action, Horror, Animation",6.3,413697,780.8,Director 161,"Actor 566, Actor 56, Actor 14",Germany,Spanish,Studio 80,86
302,Movie 302,1994,161,"Sci-Fi, Animation, Thriller",8.3,101948,238.9,Director 91,"Actor 700, Actor 77, Actor 192",Canada,Japanese,Studio 66,45
303,Movie 303,2004,85,"Romance, Animation",5.5,84873,469.3,Director 131,"Actor 6, Actor 339, Actor 478",Canada,English,Studio 20,71
304,Movie 304,2018,86,"Fantasy, Romance, Adventure",8.3,288942,289.7,Director 163,"Actor 539, Actor 226, Actor 189",Italy,English,Studio 65,50
305,Movie 305,2006,149,"Horror, Comedy, Sci-Fi",5.2,112358,532.4,Director 170,"Actor 370, Actor 301, Actor 224",Australia,Hindi,Studio 61,31
306,Movie 306,1987,165,"Adventure, Thriller",9.0,322256,735.3,Director 125,"Actor 41, Actor 699, Actor 329",Japan,Italian,Studio 15,79
307,Movie 307,1996,149,"Romance, Action, Sci-Fi",6.8,267223,359.2,Director 23,"Actor 304, Actor 668, Actor 198",India,Hindi,Studio 11,42
308,Movie 308,1990,178,"Animation, Action, Comedy",5.2,330546,620.0,Director 218,"Actor 107, Actor 211, Actor 551",Japan,Japanese,Studio 10,49
309,Movie 309,1981,138,"Sci-Fi, Action, Comedy",4.4,93819,636.4,Director 286,"Actor 73, Actor 589, Actor 234",Germany,German,Studio 50,87
310,Movie 310,2020,131,"Sci-Fi, Action",6.1,62526,430.2,Director 33,"Actor 775, Actor 764, Actor 600",USA,Japanese,Studio 10,75
311,Movie 311,2012,93,"Romance, Comedy",5.5,486352,353.0,Director 203,"Actor 677, Actor 32, Actor 486",Canada,Hindi,Studio 29,47
312,Movie 312,2005,149,"Drama, Romance",7.7,479787,772.5,Director 192,"Actor 12, Actor 567, Actor 569",Canada,English,Studio 6,30
313,Movie 313,2016,156,"Animation, Fantasy",9.2,160245,172.0,Director 177,"Actor 217, Actor 423, Actor 662",Italy,Spanish,Studio 21,53
314,Movie 314,1994,158,"Thriller, Comedy",5.0,419752,456.0,Director 28,"Actor 770, Actor 563, Actor 473",Italy,English,Studio 38,38
315,Movie 315,1996,92,Fantasy,6.7,173961,288.9,Director 121,"Actor 103, Actor 292, Actor 635",UK,Spanish,Studio 41,92
316,Movie 316,2008,122,"Romance, Drama, Sci-Fi",8.4,225056,139.1,Director 161,"Actor 253, Actor 227, Actor 730",Japan,French,Studio 47,47
317,Movie 317,2023,173,"Adventure, Fantasy",6.4,406701,247.9,Director 283,"Actor 112, Actor 180, Actor 662",Australia,English,Studio 36,47
318,Movie 318,2014,105,"Comedy, Fantasy",8.9,445928,408.2,Director 16,"Actor 596, Actor 593, Actor 415",Australia,Spanish,Studio 5,63
319,Movie 319,2014,149,"Drama, Sci-Fi",6.2,467870,618.9,Director 149,"Actor 138, Actor 476, Actor 514",Italy,English,Studio 51,76
320,Movie 320,2012,81,"Thriller, Drama, Animation",6.5,94423,455.3,Director 290,"Actor 676, Actor 150, Actor 754",Spain,French,Studio 6,58
321,Movie 321,2011,109,Romance,6.0,22943,536.5,Director 266,"Actor 370, Actor 398, Actor 481",Spain,English,Studio 6,71
322,Movie 322,1986,170,"Romance, Fantasy, Drama",6.1,198952,295.4,Director 40,"Actor 530, Actor 258, Actor 386",France,Hindi,Studio 52,75
323,Movie 323,2002,142,"Fantasy, Action",6.8,73359,354.7,Director 118,"Actor 79, Actor 527, Actor 659",Germany,Spanish,Studio 20,53
324,Movie 324,1990,126,"Comedy, Thriller, Horror",8.5,378121,95.1,Director 246,"Actor 491, Actor 216, Actor 605",Canada,Japanese,Studio 53,32
325,Movie 325,1995,85,Fantasy,7.3,71134,505.5,Director 21,"Actor 587, Actor 151, Actor 58",Canada,French,Studio 24,81
326,Movie 326,2018,152,"Action, Romance, Comedy",5.2,318494,794.3,Director 247,"Actor 175, Actor 225, Actor 421",Australia,Spanish,Studio 75,53
327,Movie 327,2019,164,"Romance, Drama, Sci-Fi",9.1,313255,474.5,Director 118,"Actor 388, Actor 395, Actor 136",UK,English,Studio 26,94
328,Movie 328,2023,133,Fantasy,4.5,249992,721.8,Director 20,"Actor 545, Actor 516, Actor 771",UK,English,Studio 62,46
329,Movie 329,2018,149,Horror,6.9,194684,700.5,Director 272,"Actor 440, Actor 235, Actor 494",Japan,French,Studio 76,42
330,Movie 330,2007,97,"Adventure, Thriller",9.0,44444,230.2,Director 279,"Actor 419, Actor 264, Actor 194",USA,Japanese,Studio 96,30
331,Movie 331,2016,146,Animation,4.0,343670,168.3,Director 162,"Actor 419, Actor 371, Actor 110",Canada,German,Studio 84,62
332,Movie 332,1996,148,"Fantasy, Sci-Fi",7.4,357333,321.0,Director 105,"Actor 424, Actor 566, Actor 571",Spain,Spanish,Studio 48,91
333,Movie 333,1996,119,"Sci-Fi, Horror, Drama",8.7,346154,99.7,Director 118,"Actor 458, Actor 717, Actor 166",UK,Spanish,Studio 66,81
334,Movie 334,2001,150,"Action, Drama, Horror",9.3,3273,644.5,Director 75,"Actor 483, Actor 615, Actor 446",UK,English,Studio 34,58
335,Movie 335,2003,90,"Action, Horror, Animation",7.4,273656,232.7,Director 30,"Actor 793, Actor 180, Actor 656",Spain,German,Studio 2,55
336,Movie 336,2022,146,"Thriller, Action",8.3,268174,415.1,Director 119,"Actor 630, Actor 174, Actor 691",USA,French,Studio 31,30
337,Movie 337,1990,91,"Horror, Sci-Fi",7.7,213073,470.9,Director 266,"Actor 16, Actor 755, Actor 721",UK,English,Studio 71,66
338,Movie 338,2015,154,"Sci-Fi, Romance",5.2,102487,366.5,Director 207,"Actor 589, Actor 5, Actor 268",Canada,German,Studio 65,43
339,Movie 339,2015,89,"Romance, Sci-Fi, Comedy",8.4,135605,701.5,Director 295,"Actor 257, Actor 711, Actor 454",Japan,Hindi,Studio 62,61
340,Movie 340,2001,179,"Adventure, Action",6.7,135671,58.7,Director 113,"Actor 694, Actor 719, Actor 236",India,German,Studio 46,31
341,Movie 341,2024,113,Romance,4.5,353711,600.3,Director 176,"Actor 78, Actor 568, Actor 183",Spain,French,Studio 46,57
342,Movie 342,2016,114,Thriller,6.7,105182,191.7,Director 124,"Actor 272, Actor 212, Actor 235",France,Italian,Studio 32,75
343,Movie 343,1989,179,Comedy,9.1,354820,764.8,Director 253,"Actor 629, Actor 7, Actor 783",Italy,English,Studio 62,77
344,Movie 344,2019,120,"Fantasy, Romance",6.7,401193,733.2,Director 144,"Actor 408, Actor 228, Actor 769",Australia,Spanish,Studio 7,84
345,Movie 345,2010,149,Animation,5.9,451597,550.6,Director 90,"Actor 469, Actor 124, Actor 716",Italy,German,Studio 41,31
346,Movie 346,1980,166,Horror,7.2,171122,292.5,Director 133,"Actor 192, Actor 562, Actor 270",France,French,Studio 61,73
347,Movie 347,2003,103,"Horror, Thriller",6.3,394867,301.0,Director 206,"Actor 287, Actor 462, Actor 185",Australia,Spanish,Studio 74,59
348,Movie 348,1986,172,"Thriller, Animation",6.4,200192,160.9,Director 77,"Actor 485, Actor 10, Actor 181",Japan,German,Studio 18,70
349,Movie 349,2011,118,"Animation, Action",6.2,362543,134.9,Director 111,"Actor 261, Actor 488, Actor 645",UK,German,Studio 96,72
350,Movie 350,1996,126,"Animation, Fantasy",9.1,135616,278.6,Director 211,"Actor 125, Actor 360, Actor 696",Australia,Spanish,Studio 74,52
351,Movie 351,1998,125,"Animation, Adventure",8.3,234820,712.3,Director 196,"Actor 629, Actor 294, Actor 475",Canada,Italian,Studio 22,73
352,Movie 352,2006,160,"Fantasy, Horror, Comedy",4.4,180658,186.4,Director 163,"Actor 669, Actor 299, Actor 728",Germany,Hindi,Studio 83,80
353,Movie 353,1997,136,"Fantasy, Animation",9.3,217549,138.0,Director 12,"Actor 129, Actor 746, Actor 241",Germany,Japanese,Studio 90,40
354,Movie 354,1993,101,"Comedy, Fantasy",4.4,461187,381.2,Director 28,"Actor 27, Actor 790, Actor 407",Italy,Italian,Studio 11,43
355,Movie 355,1996,159,Comedy,7.6,464741,314.9,Director 118,"Actor 254, Actor 756, Actor 291",Spain,Japanese,Studio 17,46
356,Movie 356,2013,101,Action,7.6,451581,732.6,Director 244,"Actor 479, Actor 554, Actor 279",Italy,German,Studio 18,52
357,Movie 357,2017,156,"Fantasy, Horror",6.9,335796,429.4,Director 178,"Actor 494, Actor 553, Actor 233",UK,German,Studio 40,76
358,Movie 358,2006,113,Romance,4.1,274868,653.2,Director 70,"Actor 353, Actor 294, Actor 481",Italy,English,Studio 89,92
359,Movie 359,2010,118,Horror,8.4,313501,188.8,Director 4,"Actor 562, Actor 383, Actor 194",Japan,Hindi,Studio 56,80
360,Movie 360,1995,100,"Horror, Fantasy, Thriller",5.4,221875,502.1,Director 265,"Actor 783, Actor 628, Actor 711",Germany,French,Studio 84,64
361,Movie 361,2006,104,Drama,4.8,58358,511.3,Director 232,"Actor 279, Actor 718, Actor 638",Spain,Spanish,Studio 42,32
362,Movie 362,1989,86,"Action, Drama, Comedy",5.6,66056,573.6,Director 5,"Actor 239, Actor 93, Actor 155",USA,German,Studio 28,73
363,Movie 363,2006,119,"Sci-Fi, Adventure",7.8,17139,267.5,Director 75,"Actor 58, Actor 273, Actor 795",Japan,English,Studio 70,90
364,Movie 364,1991,104,"Horror, Action",4.7,403229,573.2,Director 198,"Actor 790, Actor 454, Actor 254",USA,Spanish,Studio 59,42
365,Movie 365,2013,165,Adventure,6.1,164135,749.3,Director 82,"Actor 645, Actor 746, Actor 44",Italy,Hindi,Studio 16,62
366,Movie 366,2010,161,"Thriller, Sci-Fi",8.9,453305,535.0,Director 58,"Actor 242, Actor 649, Actor 445",India,English,Studio 22,65
367,Movie 367,2017,95,"Thriller, Action",9.3,305151,627.9,Director 244,"Actor 705, Actor 611, Actor 159",India,Italian,Studio 12,61
368,Movie 368,1990,143,Fantasy,5.9,398728,502.0,Director 31,"Actor 365, Actor 661, Actor 158",Italy,Italian,Studio 14,46
369,Movie 369,2011,109,"Animation, Sci-Fi",8.4,230515,587.9,Director 11,"Actor 706, Actor 387, Actor 367",Canada,French,Studio 6,92
370,Movie 370,2025,136,"Romance, Animation, Adventure",5.0,98346,437.2,Director 166,"Actor 750, Actor 480, Actor 282",Australia,Italian,Studio 71,50
371,Movie 371,1984,147,Adventure,5.6,138570,435.6,Director 233,"Actor 1, Actor 795, Actor 654",Italy,German,Studio 94,53
372,Movie 372,1981,159,"Fantasy, Thriller",5.8,33709,528.3,Director 276,"Actor 397, Actor 195, Actor 537",Spain,Italian,Studio 71,49
373,Movie 373,2019,116,"Horror, Sci-Fi",4.6,274807,528.8,Director 23,"Actor 133, Actor 183, Actor 33",France,English,Studio 63,54
374,Movie 374,1986,84,"Horror, Adventure, Romance",4.3,116222,486.7,Director 37,"Actor 14, Actor 214, Actor 672",Spain,Italian,Studio 11,89
375,Movie 375,2020,87,"Animation, Horror",8.5,416915,568.2,Director 137,"Actor 542, Actor 42, Actor 752",UK,Italian,Studio 39,39
376,Movie 376,1993,146,Comedy,8.0,279243,311.3,Director 99,"Actor 539, Actor 673, Actor 255",Australia,Japanese,Studio 23,83
377,Movie 377,1986,178,"Fantasy, Sci-Fi, Adventure",7.9,224410,706.8,Director 86,"Actor 185, Actor 564, Actor 412",Italy,French,Studio 85,50
